path,label,start,end,subject,cam,dataset
Coffee_room_01/video_20,2,15.925,17.7534,0,1,le2i
Coffee_room_01/video_21,7,0.0,2.96673,0,1,le2i
Coffee_room_01/video_21,1,2.967,4.7584,0,1,le2i
Coffee_room_01/video_21,2,4.758,7.29256,0,1,le2i
Coffee_room_01/video_22,4,0.001,1.61256,0,1,le2i
Coffee_room_01/video_22,7,1.613,4.11256,0,1,le2i
Coffee_room_01/video_22,1,4.113,6.61256,0,1,le2i
Coffee_room_01/video_22,2,6.613,9.15006,0,1,le2i
Coffee_room_01/video_29,0,0.0,6.09173,3,1,le2i
Coffee_room_01/video_29,9,6.092,10.61256,3,1,le2i
Coffee_room_01/video_29,0,10.613,11.40423,3,1,le2i
Coffee_room_01/video_29,1,11.40423,13.12,3,1,le2i
Coffee_room_01/video_30,0,0.0,2.71673,3,1,le2i
Coffee_room_01/video_30,1,2.717,4.34173,3,1,le2i
Coffee_room_01/video_30,2,4.342,6.4209,3,1,le2i
Coffee_room_01/video_31,7,0.0,3.5084,3,1,le2i
Coffee_room_01/video_31,0,3.508,5.5084,3,1,le2i
Coffee_room_01/video_31,1,5.508,7.46673,3,1,le2i
Coffee_room_01/video_31,2,7.467,10.63006,3,1,le2i
Coffee_room_01/video_32,4,0.001,0.5709,3,1,le2i
Coffee_room_01/video_32,7,0.571,2.5709,3,1,le2i
Coffee_room_01/video_32,0,2.571,7.73756,3,1,le2i
Coffee_room_01/video_32,1,7.738,9.3834,3,1,le2i
Coffee_room_01/video_32,2,9.383,12.19506,3,1,le2i
Coffee_room_01/video_33,0,0.0,2.98756,3,1,le2i
Coffee_room_01/video_33,1,2.988,5.0709,3,1,le2i
Coffee_room_01/video_33,2,5.071,9.06173,3,1,le2i
Coffee_room_01/video_34,4,0.008,0.758,3,1,le2i
Coffee_room_01/video_34,9,0.758,6.61181,3,1,le2i
Coffee_room_01/video_34,4,6.612,9.61256,3,1,le2i
Coffee_room_01/video_34,7,9.613,11.40423,3,1,le2i
Coffee_room_01/video_34,0,11.404,12.92506,3,1,le2i
Coffee_room_01/video_34,1,12.925,15.05006,3,1,le2i
Coffee_room_01/video_34,2,15.05,16.6459,3,1,le2i
Coffee_room_01/video_35,0,0.0,2.48756,3,1,le2i
Coffee_room_01/video_35,1,2.488,4.98756,3,1,le2i
Coffee_room_01/video_35,2,4.988,9.23173,3,1,le2i
Coffee_room_01/video_36,0,0.001,3.02923,4,1,le2i
Coffee_room_01/video_36,9,3.029,11.92506,4,1,le2i
Coffee_room_01/video_36,0,11.925,26.341,4,1,le2i
Coffee_room_01/video_36,9,26.341,28.63264,4,1,le2i
Coffee_room_01/video_36,0,28.633,43.17506,4,1,le2i
Coffee_room_01/video_36,1,43.175,45.55006,4,1,le2i
Coffee_room_01/video_36,2,45.55,48.10506,4,1,le2i
Coffee_room_01/video_37,0,0.0,1.8209,4,1,le2i
Coffee_room_01/video_37,1,1.821,4.17506,4,1,le2i
Coffee_room_01/video_37,2,4.175,8.23173,4,1,le2i
Coffee_room_01/video_38,4,0.0,6.0084,4,1,le2i
Coffee_room_01/video_38,7,6.008,7.77923,4,1,le2i
Coffee_room_01/video_38,0,7.779,9.15423,4,1,le2i
Coffee_room_01/video_38,1,9.154,11.0084,4,1,le2i
Coffee_room_01/video_38,2,11.008,14.08006,4,1,le2i
Coffee_room_01/video_39,0,0.0,1.3209,4,1,le2i
Coffee_room_01/video_39,1,1.321,3.55006,4,1,le2i
Coffee_room_01/video_39,2,3.55,6.2934,4,1,le2i
Coffee_room_01/video_40,7,0.0,1.59173,4,1,le2i
Coffee_room_01/video_40,0,1.592,9.92506,4,1,le2i
Coffee_room_01/video_40,1,9.925,12.48756,4,1,le2i
Coffee_room_01/video_40,2,12.488,14.00006,4,1,le2i
Coffee_room_01/video_41,0,0.001,1.15347,4,1,le2i
Coffee_room_01/video_41,9,1.19514,2.73681,4,1,le2i
Coffee_room_01/video_41,0,2.737,10.27923,4,1,le2i
Coffee_room_01/video_41,1,10.279,12.6334,4,1,le2i
Coffee_room_01/video_41,2,12.633,15.27923,4,1,le2i
Coffee_room_01/video_47,7,0.0,1.57014,6,1,le2i
Coffee_room_01/video_47,0,1.57,8.44514,6,1,le2i
Coffee_room_01/video_47,9,8.445,16.09097,6,1,le2i
Coffee_room_01/video_47,0,16.091,24.19514,6,1,le2i
Coffee_room_01/video_47,1,24.195,26.98681,6,1,le2i
Coffee_room_01/video_47,2,26.987,29.14597,6,1,le2i
Coffee_room_01/video_48,7,0.0,1.86181,6,1,le2i
Coffee_room_01/video_48,0,1.862,5.92431,6,1,le2i
Coffee_room_01/video_48,8,5.924,8.15347,6,1,le2i
Coffee_room_01/video_48,3,8.153,10.57014,6,1,le2i
Coffee_room_01/video_48,4,10.57,14.21597,6,1,le2i
Coffee_room_01/video_48,7,14.216,16.04931,6,1,le2i
Coffee_room_01/video_48,0,16.049,20.67431,6,1,le2i
Coffee_room_01/video_48,8,20.674,24.98681,6,1,le2i
Coffee_room_01/video_48,0,24.987,25.77847,6,1,le2i
Coffee_room_01/video_48,1,25.778,28.11181,6,1,le2i
Coffee_room_01/video_48,2,28.112,31.152,6,1,le2i
Coffee_room_02/video_49,9,0.0,16.50764,8,2,le2i
Coffee_room_02/video_49,1,16.508,18.67431,8,2,le2i
Coffee_room_02/video_49,2,18.674,19.69431,8,2,le2i
Coffee_room_02/video_50,0,0.0,12.3,8,2,le2i
Coffee_room_02/video_50,9,12.3,16.94,8,2,le2i
Coffee_room_02/video_50,0,16.94,21.52,8,2,le2i
Coffee_room_02/video_50,9,21.52,54.52,8,2,le2i
Coffee_room_02/video_50,0,54.52,70.34,8,2,le2i
Coffee_room_02/video_50,1,70.34,74.14,8,2,le2i
Coffee_room_02/video_50,2,74.14,78.16,8,2,le2i
Coffee_room_02/video_51,0,0.396,2.436,1,2,le2i
Coffee_room_02/video_51,1,2.436,5.07014,1,2,le2i
Coffee_room_02/video_51,2,5.07,8.10681,1,2,le2i
Coffee_room_02/video_52,4,0.0,1.08,1,2,le2i
Coffee_room_02/video_52,7,1.08,2.36,1,2,le2i
Coffee_room_02/video_52,0,2.36,2.94,1,2,le2i
Coffee_room_02/video_52,1,2.94,4.76,1,2,le2i
Coffee_room_02/video_52,2,4.76,8.6,1,2,le2i
Coffee_room_02/video_53,0,0.901,5.221,1,2,le2i
Coffee_room_02/video_53,9,5.221,8.121,1,2,le2i
Coffee_room_02/video_53,0,8.121,10.041,1,2,le2i
Coffee_room_02/video_53,1,10.041,11.98681,1,2,le2i
Coffee_room_02/video_53,2,11.987,15.307,1,2,le2i
Coffee_room_02/video_55,4,0.0,1.924,0,2,le2i
Coffee_room_02/video_55,9,1.924,6.11181,0,2,le2i
Coffee_room_02/video_55,7,6.045,7.485,0,2,le2i
Coffee_room_02/video_55,0,7.485,8.265,0,2,le2i
Coffee_room_02/video_55,1,8.265,10.44,0,2,le2i
Coffee_room_02/video_55,2,10.44,12.92,0,2,le2i
Coffee_room_02/video_56,0,0.0,2.79931,0,2,le2i
Coffee_room_02/video_56,3,2.799,4.02847,0,2,le2i
Coffee_room_02/video_56,4,4.028,9.09097,0,2,le2i
Coffee_room_02/video_56,7,9.091,10.86181,0,2,le2i
Coffee_room_02/video_56,0,10.862,11.50764,0,2,le2i
Coffee_room_02/video_56,1,11.508,13.57014,0,2,le2i
Coffee_room_02/video_56,2,13.57,17.23264,0,2,le2i
Coffee_room_02/video_58,0,0.0,6.61181,3,2,le2i
Coffee_room_02/video_58,1,6.612,8.77847,3,2,le2i
Coffee_room_02/video_58,2,8.778,12.42014,3,2,le2i
Coffee_room_02/video_59,0,0.0,4.88264,4,2,le2i
Coffee_room_02/video_59,1,4.883,6.52847,4,2,le2i
Coffee_room_02/video_59,2,6.528,10.02681,4,2,le2i
Coffee_room_02/video_60,0,0.0,4.84097,4,2,le2i
Coffee_room_02/video_60,1,4.841,6.40347,4,2,le2i
Coffee_room_02/video_60,2,6.403,10.98181,4,2,le2i
Coffee_room_02/video_61,0,0.0,4.29931,0,2,le2i
Coffee_room_02/video_61,8,4.299,9.27847,0,2,le2i
Coffee_room_02/video_61,9,9.278,13.00764,0,2,le2i
Coffee_room_02/video_61,3,13.008,16.11181,0,2,le2i
Coffee_room_02/video_61,4,16.112,26.98681,0,2,le2i
Coffee_room_02/video_61,7,26.987,28.84097,0,2,le2i
Coffee_room_02/video_61,0,28.841,31.59097,0,2,le2i
Coffee_room_02/video_61,8,31.591,33.48681,0,2,le2i
Coffee_room_02/video_61,0,33.487,39.15347,0,2,le2i
Coffee_room_02/video_61,3,39.153,42.61181,0,2,le2i
Coffee_room_02/video_61,4,42.612,52.84597,0,2,le2i
Coffee_room_02/video_62,0,0.0,3.11181,0,2,le2i
Coffee_room_02/video_62,3,3.112,4.90347,0,2,le2i
Coffee_room_02/video_62,4,4.903,5.46597,0,2,le2i
Coffee_room_02/video_62,7,5.466,6.75764,0,2,le2i
Coffee_room_02/video_62,1,6.758,7.90347,0,2,le2i
Coffee_room_02/video_62,2,7.903,11.27764,0,2,le2i
Coffee_room_02/video_63,9,0.0,23.84097,0,2,le2i
Coffee_room_02/video_64,0,0.0,5.15347,4,2,le2i
Coffee_room_02/video_64,1,5.153,7.21597,4,2,le2i
Coffee_room_02/video_64,2,7.216,8.476,4,2,le2i
Coffee_room_02/video_65,9,0.0,28.44264,6,2,le2i
Coffee_room_02/video_66,9,0.0,12.04764,8,2,le2i
Coffee_room_02/video_67,0,0.487,4.17431,1,2,le2i
Coffee_room_02/video_67,9,4.174,7.69514,1,2,le2i
Coffee_room_02/video_67,0,7.695,13.86014,1,2,le2i
Coffee_room_02/video_69,9,0.0,51.31514,4,2,le2i
Coffee_room_02/video_70,7,0.0,2.67431,6,2,le2i
Coffee_room_02/video_70,8,2.674,3.21597,6,2,le2i
Coffee_room_02/video_70,0,3.216,8.48681,6,2,le2i
Coffee_room_02/video_70,0,12.466,16.96597,6,2,le2i
Coffee_room_02/video_70,9,16.966,19.42431,6,2,le2i
Coffee_room_02/video_70,0,19.424,21.86181,6,2,le2i
Coffee_room_02/video_70,9,21.862,23.02847,6,2,le2i
Coffee_room_02/video_70,8,23.028,25.75764,6,2,le2i
Coffee_room_02/video_70,0,25.758,28.46597,6,2,le2i
Coffee_room_02/video_70,8,28.466,29.32014,6,2,le2i
Coffee_room_02/video_70,9,29.32,30.84097,6,2,le2i
Coffee_room_02/video_70,4,30.841,33.54181,6,2,le2i
Home_01/video_1,4,0.0,1.84097,1,3,le2i
Home_01/video_1,7,1.841,4.23681,1,3,le2i
Home_01/video_1,0,4.237,5.75764,1,3,le2i
Home_01/video_1,1,5.758,7.59097,1,3,le2i
Home_01/video_1,2,7.591,10.98264,1,3,le2i
Home_01/video_5,4,0.0,2.63264,0,3,le2i
Home_01/video_5,7,2.633,4.21597,0,3,le2i
Home_01/video_5,1,4.216,6.27847,0,3,le2i
Home_01/video_5,2,6.278,7.98097,0,3,le2i
Home_01/video_6,4,0.0,1.82014,0,3,le2i
Home_01/video_6,7,1.82,4.11181,0,3,le2i
Home_01/video_6,1,4.112,6.02847,0,3,le2i
Home_01/video_6,2,6.028,7.98514,0,3,le2i
Home_01/video_7,4,0.0,0.84097,0,3,le2i
Home_01/video_7,7,0.841,2.17431,0,3,le2i
Home_01/video_7,0,2.174,4.07014,0,3,le2i
Home_01/video_7,3,4.07,5.48681,0,3,le2i
Home_01/video_7,1,5.487,7.40347,0,3,le2i
Home_01/video_7,2,7.403,8.98431,0,3,le2i
Home_01/video_8,0,0.0,4.67431,1,3,le2i
Home_01/video_8,1,4.674,6.23681,1,3,le2i
Home_01/video_8,7,6.237,8.96597,1,3,le2i
Home_01/video_8,0,8.966,11.57014,1,3,le2i
Home_01/video_9,0,0.0,5.77847,1,3,le2i
Home_01/video_9,1,5.778,7.17431,1,3,le2i
Home_01/video_9,7,7.174,9.84097,1,3,le2i
Home_01/video_9,0,9.841,12.19514,1,3,le2i
Home_01/video_12,0,1.716,6.36181,1,3,le2i
Home_01/video_12,1,6.362,7.71597,1,3,le2i
Home_01/video_12,2,7.716,8.98431,1,3,le2i
Home_01/video_16,4,0.0,3.13264,0,3,le2i
Home_01/video_16,7,3.133,6.79931,0,3,le2i
Home_01/video_16,1,6.799,8.84097,0,3,le2i
Home_01/video_16,2,8.841,10.98431,0,3,le2i
Home_01/video_17,4,0.0,3.29931,0,3,le2i
Home_01/video_17,7,3.299,5.84097,0,3,le2i
Home_01/video_17,1,5.841,7.29931,0,3,le2i
Home_01/video_17,2,7.299,9.98181,0,3,le2i
Home_01/video_19,4,0.0,2.27847,0,3,le2i
Home_01/video_19,7,2.278,4.82014,0,3,le2i
Home_01/video_19,1,4.82,7.98514,0,3,le2i
Home_01/video_20,4,0.0,2.82014,0,3,le2i
Home_01/video_20,7,2.82,3.86181,0,3,le2i
Home_01/video_20,9,3.862,5.48681,0,3,le2i
Home_01/video_20,1,5.487,7.11181,0,3,le2i
Home_01/video_20,2,7.112,8.98347,0,3,le2i
Home_01/video_21,4,0.0,2.63264,0,3,le2i
Home_01/video_21,7,2.633,4.23681,0,3,le2i
Home_01/video_21,9,4.237,5.75764,0,3,le2i
Home_01/video_21,1,5.758,7.32014,0,3,le2i
Home_01/video_21,2,7.32,8.98597,0,3,le2i
Home_01/video_22,4,0.0,2.92431,0,3,le2i
Home_01/video_22,7,2.924,4.92431,0,3,le2i
Home_01/video_22,9,4.924,5.73681,0,3,le2i
Home_01/video_22,1,5.737,7.79931,0,3,le2i
Home_01/video_22,2,7.799,9.98681,0,3,le2i
Home_01/video_23,4,0.0,3.71597,0,3,le2i
Home_01/video_23,7,3.716,5.40347,0,3,le2i
Home_01/video_23,9,5.403,6.34097,0,3,le2i
Home_01/video_23,1,6.341,8.13264,0,3,le2i
Home_01/video_23,2,8.133,9.98681,0,3,le2i
Home_01/video_26,4,0.0,2.54931,1,3,le2i
Home_01/video_26,7,2.549,4.25764,1,3,le2i
Home_01/video_26,9,4.258,5.04931,1,3,le2i
Home_01/video_26,1,5.049,6.48681,1,3,le2i
Home_01/video_26,2,6.487,8.98097,1,3,le2i
Home_01/video_27,4,0.0,2.75764,1,3,le2i
Home_01/video_27,7,2.758,4.50764,1,3,le2i
Home_01/video_27,9,4.508,6.13264,1,3,le2i
Home_01/video_27,1,6.133,8.61181,1,3,le2i
Home_01/video_27,2,8.612,9.98264,1,3,le2i
Home_01/video_29,4,0.0,2.34097,0,3,le2i
Home_01/video_29,7,2.341,4.21597,0,3,le2i
Home_01/video_29,9,4.216,6.27847,0,3,le2i
Home_01/video_29,1,6.278,9.34097,0,3,le2i
Home_01/video_29,2,9.341,10.46597,0,3,le2i
Home_01/video_29,7,10.466,11.292,0,3,le2i
Home_01/video_30,4,0.0,0.96597,0,3,le2i
Home_01/video_30,7,0.966,2.57014,0,3,le2i
Home_01/video_30,9,2.57,3.82014,0,3,le2i
Home_01/video_30,0,3.82,4.38264,0,3,le2i
Home_01/video_30,1,4.383,6.57014,0,3,le2i
Home_01/video_30,2,6.57,7.98681,0,3,le2i
Home_02/video_31,4,0.0,3.90347,0,4,le2i
Home_02/video_31,7,3.903,6.19514,0,4,le2i
Home_02/video_31,0,6.195,7.67431,0,4,le2i
Home_02/video_31,1,7.674,10.65347,0,4,le2i
Home_02/video_31,2,10.653,12.98597,0,4,le2i
Home_02/video_32,4,0.0,1.44514,0,4,le2i
Home_02/video_32,7,1.445,2.88264,0,4,le2i
Home_02/video_32,1,2.883,5.04931,0,4,le2i
Home_02/video_32,2,5.049,7.98514,0,4,le2i
Home_02/video_33,7,0.0,2.52847,3,4,le2i
Home_02/video_33,0,2.528,4.52847,3,4,le2i
Home_02/video_33,1,4.528,6.00764,3,4,le2i
Home_02/video_33,2,6.008,7.98514,3,4,le2i
Home_02/video_34,4,0.0,2.27847,1,4,le2i
Home_02/video_34,7,2.278,3.69514,1,4,le2i
Home_02/video_34,0,3.695,5.90347,1,4,le2i
Home_02/video_34,1,5.903,7.88264,1,4,le2i
Home_02/video_34,2,7.883,9.98097,1,4,le2i
Home_02/video_35,4,0.0,1.19514,1,4,le2i
Home_02/video_35,7,1.195,2.69514,1,4,le2i
Home_02/video_35,0,2.695,4.71597,1,4,le2i
Home_02/video_35,1,4.716,6.34097,1,4,le2i
Home_02/video_35,2,6.341,8.98014,1,4,le2i
Home_02/video_36,0,2.675,4.67431,0,4,le2i
Home_02/video_36,1,4.674,6.48681,0,4,le2i
Home_02/video_36,2,6.487,7.98514,0,4,le2i
Home_02/video_37,4,0.0,1.00764,1,4,le2i
Home_02/video_37,7,1.008,3.21597,1,4,le2i
Home_02/video_37,9,3.216,4.71597,1,4,le2i
Home_02/video_37,1,4.716,6.29931,1,4,le2i
Home_02/video_37,2,6.299,9.98181,1,4,le2i
Home_02/video_38,8,0.0,1.92431,0,4,le2i
Home_02/video_38,0,1.924,3.88264,0,4,le2i
Home_02/video_38,3,3.883,5.69514,0,4,le2i
Home_02/video_38,4,5.695,7.98347,0,4,le2i
Home_02/video_39,7,0.0,1.63264,1,4,le2i
Home_02/video_39,0,1.633,5.00764,1,4,le2i
Home_02/video_39,3,5.008,6.94514,1,4,le2i
Home_02/video_39,4,6.945,7.985,1,4,le2i
Home_02/video_41,4,0.0,1.90347,0,4,le2i
Home_02/video_41,7,1.903,3.38264,0,4,le2i
Home_02/video_41,0,3.383,6.71597,0,4,le2i
Home_02/video_41,3,6.716,7.96597,0,4,le2i
Home_02/video_41,4,7.966,9.98597,0,4,le2i
Home_02/video_42,8,0.0,1.57014,0,4,le2i
Home_02/video_42,0,1.57,3.09097,0,4,le2i
Home_02/video_42,3,3.091,4.96597,0,4,le2i
Home_02/video_42,4,4.966,6.98431,0,4,le2i
Home_02/video_43,8,0.0,0.57014,0,4,le2i
Home_02/video_43,0,0.57,3.42431,0,4,le2i
Home_02/video_43,3,3.424,4.77847,0,4,le2i
Home_02/video_43,4,4.778,6.98514,0,4,le2i
Home_02/video_44,4,0.0,0.84097,1,4,le2i
Home_02/video_44,7,0.841,3.61181,1,4,le2i
Home_02/video_44,0,3.612,8.82014,1,4,le2i
Home_02/video_44,3,8.82,11.36181,1,4,le2i
Home_02/video_44,4,11.362,13.06514,1,4,le2i
Home_02/video_45,4,0.0,0.44514,1,4,le2i
Home_02/video_45,7,0.445,1.61181,1,4,le2i
Home_02/video_45,0,1.612,5.27847,1,4,le2i
Home_02/video_45,3,5.278,7.21597,1,4,le2i
Home_02/video_45,4,7.216,8.98264,1,4,le2i
Home_02/video_52,4,0.0,1.79931,0,4,le2i
Home_02/video_52,7,1.799,3.15347,0,4,le2i
Home_02/video_52,0,3.153,5.54931,0,4,le2i
Home_02/video_52,3,5.549,7.50764,0,4,le2i
Home_02/video_52,4,7.508,8.98431,0,4,le2i
Home_02/video_53,4,0.0,0.73681,0,4,le2i
Home_02/video_53,7,0.737,2.23681,0,4,le2i
Home_02/video_53,0,2.237,4.65347,0,4,le2i
Home_02/video_53,3,4.653,6.63264,0,4,le2i
Home_02/video_53,4,6.633,8.99597,0,4,le2i
Home_02/video_54,4,0.0,1.98681,0,4,le2i
Home_02/video_54,7,1.987,3.11181,0,4,le2i
Home_02/video_54,0,3.112,5.82014,0,4,le2i
Home_02/video_54,3,5.82,7.11181,0,4,le2i
Home_02/video_54,4,7.112,8.98514,0,4,le2i
Home_02/video_55,4,0.0,1.25764,0,4,le2i
Home_02/video_55,7,1.258,2.69514,0,4,le2i
Home_02/video_55,0,2.695,5.69514,0,4,le2i
Home_02/video_55,3,5.695,7.04931,0,4,le2i
Home_02/video_55,4,7.049,8.98264,0,4,le2i
Home_02/video_56,9,0.0,1.17431,0,4,le2i
Home_02/video_56,4,1.174,3.17431,0,4,le2i
Home_02/video_56,7,3.174,5.38264,0,4,le2i
Home_02/video_56,0,5.383,8.00764,0,4,le2i
Home_02/video_56,9,8.008,11.07014,0,4,le2i
Home_02/video_56,3,11.07,13.09097,0,4,le2i
Home_02/video_56,4,13.091,14.98431,0,4,le2i
Lecture_room/video_1,0,1.718,6.34097,3,5,le2i
Lecture_room/video_1,1,6.341,9.46597,3,5,le2i
Lecture_room/video_1,2,9.466,11.38014,3,5,le2i
Lecture_room/video_2,0,2.44,8.63264,0,5,le2i
Lecture_room/video_2,8,8.633,10.21597,0,5,le2i
Lecture_room/video_2,0,10.216,14.54931,0,5,le2i
Lecture_room/video_2,1,14.549,16.46597,0,5,le2i
Lecture_room/video_2,2,16.466,20.23181,0,5,le2i
Lecture_room/video_3,0,2.903,9.25764,0,5,le2i
Lecture_room/video_3,9,9.258,15.15347,0,5,le2i
Lecture_room/video_3,0,15.153,18.00764,0,5,le2i
Lecture_room/video_3,1,18.008,20.19514,0,5,le2i
Lecture_room/video_3,2,20.195,24.90347,0,5,le2i
Lecture_room/video_6,0,1.514,6.32014,1,5,le2i
Lecture_room/video_6,1,6.32,8.23681,1,5,le2i
Lecture_room/video_6,2,8.237,11.38097,1,5,le2i
Lecture_room/video_7,0,1.753,4.65347,1,5,le2i
Lecture_room/video_7,9,4.653,7.40347,1,5,le2i
Lecture_room/video_7,0,7.403,8.88264,1,5,le2i
Lecture_room/video_7,1,8.883,10.44514,1,5,le2i
Lecture_room/video_7,2,10.445,13.46597,1,5,le2i
Lecture_room/video_8,0,2.538,7.92431,1,5,le2i
Lecture_room/video_8,9,7.924,9.34097,1,5,le2i
Lecture_room/video_8,0,9.341,15.21597,1,5,le2i
Lecture_room/video_8,9,15.216,17.52847,1,5,le2i
Lecture_room/video_8,0,17.528,21.19514,1,5,le2i
Lecture_room/video_8,9,21.195,23.09097,1,5,le2i
Lecture_room/video_8,1,23.091,24.94514,1,5,le2i
Lecture_room/video_8,2,24.945,28.87764,1,5,le2i
Lecture_room/video_9,0,3.841,6.98681,1,5,le2i
Lecture_room/video_9,9,6.987,9.92431,1,5,le2i
Lecture_room/video_9,3,9.924,12.36181,1,5,le2i
Lecture_room/video_9,4,12.362,25.09097,1,5,le2i
Lecture_room/video_9,7,25.091,27.00764,1,5,le2i
Lecture_room/video_9,0,27.008,30.48681,1,5,le2i
Lecture_room/video_9,1,30.487,32.86181,1,5,le2i
Lecture_room/video_9,2,32.862,37.39764,1,5,le2i
Lecture_room/video_10,0,1.805,7.61181,1,5,le2i
Lecture_room/video_10,3,7.612,9.63264,1,5,le2i
Lecture_room/video_10,9,9.633,11.57014,1,5,le2i
Lecture_room/video_10,7,11.57,13.29931,1,5,le2i
Lecture_room/video_10,1,13.299,15.09097,1,5,le2i
Lecture_room/video_10,2,15.091,19.70764,1,5,le2i
Lecture_room/video_11,0,4.153,8.69514,0,5,le2i
Lecture_room/video_11,1,8.695,11.94514,0,5,le2i
Lecture_room/video_11,2,11.945,14.50264,0,5,le2i
Lecture_room/video_12,0,5.27847,10.48681,0,5,le2i
Lecture_room/video_12,9,10.487,13.17431,0,5,le2i
Lecture_room/video_12,3,13.174,14.94514,0,5,le2i
Lecture_room/video_12,4,14.945,21.04931,0,5,le2i
Lecture_room/video_12,7,21.049,22.65347,0,5,le2i
Lecture_room/video_12,1,22.653,24.29931,0,5,le2i
Lecture_room/video_12,2,24.299,26.98264,0,5,le2i
Lecture_room/video_13,0,6.394,11.61181,0,5,le2i
Lecture_room/video_13,1,11.612,14.42431,0,5,le2i
Lecture_room/video_13,2,14.424,16.58681,0,5,le2i
Lecture_room/video_14,0,2.392,8.50764,0,5,le2i
Lecture_room/video_14,9,8.508,11.69514,0,5,le2i
Lecture_room/video_14,1,11.695,14.52847,0,5,le2i
Lecture_room/video_14,2,14.528,17.10764,0,5,le2i
Lecture_room/video_17,0,3.863,8.71597,6,5,le2i
Lecture_room/video_17,9,8.716,15.36181,6,5,le2i
Lecture_room/video_17,0,15.362,18.59097,6,5,le2i
Lecture_room/video_18,0,2.945,7.42431,6,5,le2i
Lecture_room/video_18,9,7.424,8.52847,6,5,le2i
Lecture_room/video_18,0,8.528,10.65347,6,5,le2i
Lecture_room/video_18,3,10.653,12.71597,6,5,le2i
